date,time,price,oi_gex_raw,vol_gex_raw,oi_gex_m,vol_gex_m,ratio,gex_state,regime,conviction_score,grade,vix,vvix,vix_term,tick_approx,inventory_bias,unwind_score,open_drive,vanna_target,charm_target,calendar_flags,days_to_opex,vwap_distance,price_vs_open,session_range,vol_gex_velocity,vol_gex_direction,regime_transitions,vwap_breaks,gamma_wall_above,gamma_wall_below,time_of_day,news_sentiment,news_score,catalyst_type,catalyst_strength,macro_override,session_type,futures_direction,overnight_vix_move,overnight_news_flag,outcome_direction,outcome_points,signal_correct,max_move_up,max_move_down,claude_verdict,claude_confidence,claude_reasoning,combined_score,notes
2026-04-02,14:57,655.75,-10.8117,10.0569,-2.61,2.43,0.93,COUNTER,INSUFFICIENT_DATA,40,D,23.87,115.33,CONTANGO,600,BULL ZONE,0,NO,,,OPEX_IN_15D,15,2.86,0,13.09,0,STABLE,0,0,,,LATE,NEUTRAL,50,GEO,100,YES,MARKET,,,,CHOP,0.0,YES,2.45,10.64,CHALLENGE,28,"The signal is structurally weak with only 40/100 bot conviction and INSUFFICIENT_DATA regime, making directional confirmation unreliable. Vol GEX and OI GEX are opposite in sign (10.06B vs -10.81B) with a ratio of 0.93x, failing the directional confirmation threshold of 1.5x per Rule 2. VVIX at 115.33 does support premium expansion per Rule 3, but with no unwind pressure (0/100) and no catalyst, there is no mechanical edge to justify a COUNTER trade. Risk: INSUFFICIENT_DATA regime combined with ",26,
2026-04-02,14:59,655.75,-10.8117,10.0569,-2.61,2.43,0.93,COUNTER,INSUFFICIENT_DATA,40,D,23.87,115.33,CONTANGO,600,BULL ZONE,0,NO,,,OPEX_IN_15D,15,2.86,0,13.09,0,STABLE,0,0,,,LATE,NEUTRAL,50,GEO,100,YES,MARKET,,,,CHOP,0.0,YES,2.45,10.64,CHALLENGE,28,"The regime is INSUFFICIENT_DATA, making any directional signal structurally unsound with only 40/100 bot conviction. Vol GEX and OI GEX are opposing signs (positive vs negative), failing the directional confirmation rule (ratio 0.93x well below 1.5x threshold), meaning no mechanical flow consensus exists. While VVIX at 115.33 supports premium expansion, this favors volatility plays rather than directional COUNTER exposure with no unwind pressure (0/100) to drive momentum. Risk: INSUFFICIENT_DATA",26,
2026-04-02,14:59,655.75,-10.8117,10.0569,-2.61,2.43,0.93,COUNTER,INSUFFICIENT_DATA,40,D,23.87,115.33,CONTANGO,600,BULL ZONE,0,NO,,,OPEX_IN_15D,15,2.86,0,13.09,0,STABLE,0,0,,,LATE,NEUTRAL,50,GEO,100,YES,MARKET,,,,CHOP,0.0,YES,2.45,10.64,CHALLENGE,28,"The INSUFFICIENT_DATA regime makes any directional structural signal unreliable, and the Vol/OI GEX ratio of 0.93x fails to meet the 1.5x directional confirmation threshold. While VVIX at 115.33 confirms premium expansion velocity, the bot's own conviction is low at 40/100 with zero unwind pressure, offering no mechanical support for the trade. The opposing signs between Vol GEX (+10.06B) and OI GEX (-10.81B) indicate structural conflict rather than alignment. Risk: INSUFFICIENT_DATA regime comb",26,
2026-04-02,14:59,655.75,-10.8117,10.0569,-2.61,2.43,0.93,COUNTER,INSUFFICIENT_DATA,40,D,23.87,115.33,CONTANGO,600,BULL ZONE,0,NO,,,OPEX_IN_15D,15,2.86,0,13.09,0,STABLE,0,0,,,LATE,NEUTRAL,50,GEO,100,YES,MARKET,,,,CHOP,0.0,YES,2.45,10.64,CHALLENGE,28,"The regime is INSUFFICIENT_DATA, which fundamentally undermines the COUNTER signal — there is no reliable structural basis to trade against the prevailing flow. Vol GEX and OI GEX are opposite in sign (10.06B vs -10.81B) with a ratio of 0.93x, failing Rule 2 directional confirmation, and the unwind score of 0/100 provides zero mechanical support. VVIX at 115.33 confirms elevated vol velocity, but with VIX near 23.87 and no catalyst, premium expansion risk cuts both ways and does not validate the",26,
2026-04-02,15:01,655.75,-10.8117,10.0569,-2.61,2.43,0.93,COUNTER,INSUFFICIENT_DATA,40,D,23.87,115.33,CONTANGO,600,BULL ZONE,0,NO,,,OPEX_IN_15D,15,2.86,0,13.09,0,STABLE,0,0,,,LATE,NEUTRAL,50,GEO,100,YES,MARKET,,,,CHOP,0.0,YES,2.45,10.64,CHALLENGE,28,"The regime is INSUFFICIENT_DATA which fundamentally undermines any structural conviction, and the bot's own conviction is only 40/100 with zero unwind pressure to provide mechanical support. Vol GEX and OI GEX are opposing in sign with a ratio of 0.93x, failing directional confirmation per Rule 2, meaning there is no aligned gamma flow to support the COUNTER signal. While VVIX at 115 confirms premium expansion velocity, that condition alone does not validate a directional trade without structura",26,
2026-04-02,15:05,655.75,-10.8117,10.0569,-2.61,2.43,0.93,COUNTER,INSUFFICIENT_DATA,40,D,23.87,115.33,CONTANGO,600,BULL ZONE,0,NO,,,OPEX_IN_15D,15,2.86,0,13.09,0,STABLE,0,0,,,LATE,NEUTRAL,50,GEO,100,YES,MARKET,,,,CHOP,0.0,YES,2.45,10.64,CHALLENGE,28,"The regime is INSUFFICIENT_DATA which fundamentally undermines the COUNTER signal's reliability, and bot conviction at 40/100 is already weak. Vol GEX and OI GEX are opposite in sign (positive vs negative) with a ratio of 0.93x, failing Rule 2's directional confirmation threshold, meaning there is no structural confirmation. VVIX at 115 supports premium expansion per Rule 3, but this cuts both ways in a COUNTER regime without a confirmed directional bias. Risk: INSUFFICIENT_DATA regime combined ",26,
2026-04-02,15:05,655.75,-10.8117,10.0569,-2.61,2.43,0.93,COUNTER,INSUFFICIENT_DATA,40,D,23.87,115.33,CONTANGO,600,BULL ZONE,0,NO,,,OPEX_IN_15D,15,2.86,0,13.09,0,STABLE,0,0,,,LATE,NEUTRAL,50,GEO,100,YES,MARKET,,,,CHOP,0.0,YES,2.45,10.64,CHALLENGE,28,"The bot conviction is low at 40/100 and the regime is INSUFFICIENT_DATA, providing no structural basis for a directional trade. Vol GEX and OI GEX are opposite in sign (10.06B vs -10.81B) with a ratio of 0.93x, failing the directional confirmation threshold of 1.5x, and the near-neutral ratio suggests dealer hedging is in conflict. While VVIX at 115.33 supports premium expansion (Rule 3), this favors long volatility plays rather than a directional counter-regime signal with no unwind pressure. R",26,
2026-04-02,15:06,655.75,-10.8117,10.0569,-2.61,2.43,0.93,COUNTER,INSUFFICIENT_DATA,40,D,23.87,115.33,CONTANGO,600,BULL ZONE,0,NO,,,OPEX_IN_15D,15,2.86,0,13.09,0,STABLE,0,0,,,LATE,NEUTRAL,50,GEO,100,YES,MARKET,,,,CHOP,0.0,YES,2.45,10.64,CHALLENGE,28,"The INSUFFICIENT_DATA regime makes any directional conviction unreliable, and the Vol/OI GEX ratio of 0.93x fails to meet the 1.5x confirmation threshold, leaving the COUNTER signal structurally unconfirmed. Bot conviction at 40/100 combined with a zero unwind score provides no mechanical bullish support, and while VVIX at 115 supports premium expansion, that cuts both ways without a confirmed directional anchor. The signal lacks sufficient structural validation to act on confidently. Risk: INSU",26,
2026-04-02,15:08,655.75,-10.8117,10.0569,-2.61,2.43,0.93,COUNTER,INSUFFICIENT_DATA,40,D,23.87,115.33,CONTANGO,600,BULL ZONE,0,NO,,,OPEX_IN_15D,15,2.86,0,13.09,0,STABLE,0,0,,,LATE,NEUTRAL,50,GEO,100,YES,MARKET,,,,CHOP,0.0,YES,2.45,10.64,CHALLENGE,28,"The bot conviction is a low 40/100 with INSUFFICIENT_DATA regime, making any directional signal structurally weak. Vol GEX and OI GEX are opposing signs (positive vs negative) with a ratio of 0.93x, failing the directional confirmation threshold of 1.5x per Rule 2. While VVIX at 115.33 does support premium expansion (Rule 3), the unwind score of 0/100 provides no mechanical tailwind and the data gaps undermine the COUNTER thesis entirely. Risk: INSUFFICIENT_DATA regime combined with opposing GEX",26,
2026-04-02,15:08,655.75,-10.8117,10.0569,-2.61,2.43,0.93,COUNTER,INSUFFICIENT_DATA,40,D,23.87,115.33,CONTANGO,600,BULL ZONE,0,NO,,,OPEX_IN_15D,15,2.86,0,13.09,0,STABLE,0,0,,,LATE,NEUTRAL,50,GEO,100,YES,MARKET,,,,CHOP,0.0,YES,2.45,10.64,CHALLENGE,28,"The bot conviction is only 40/100 with INSUFFICIENT_DATA regime, meaning the structural basis for this signal is fundamentally weak and unverified. Vol GEX and OI GEX are opposing signs (positive vs negative), failing Rule 2 directional confirmation, and the ratio at 0.93x is well below the 1.5x threshold. While VVIX at 115.33 confirms premium expansion conditions per Rule 3, the unwind score of 0/100 provides zero mechanical support. Risk: INSUFFICIENT_DATA regime combined with opposing GEX sig",26,
2026-04-02,15:09,655.75,-10.8117,10.0569,-2.61,2.43,0.93,COUNTER,INSUFFICIENT_DATA,40,D,23.87,115.33,CONTANGO,600,BULL ZONE,0,NO,,,OPEX_IN_15D,15,2.86,0,13.09,0,STABLE,0,0,,,LATE,NEUTRAL,50,GEO,100,YES,MARKET,,,,CHOP,0.0,YES,2.45,10.64,CHALLENGE,28,"The bot conviction is low at 40/100 and the regime is INSUFFICIENT_DATA, meaning there is no reliable structural basis for this signal. Vol GEX and OI GEX are opposite in sign (positive vs negative) with a ratio of 0.93x, failing Rule 2 directional confirmation, and Vanna/Charm targets are undefined, stripping away key mechanical anchors. While VVIX above 115 supports premium expansion per Rule 3, elevated VIX at 23.87 combined with no unwind pressure and no catalyst makes a COUNTER signal struc",26,
2026-04-02,15:03,655.75,-10.8117,10.0569,-2.61,2.43,0.93,COUNTER,INSUFFICIENT_DATA,40,D,23.87,115.33,CONTANGO,600,BULL ZONE,0,NO,,,OPEX_IN_15D,15,2.86,0,13.09,0,STABLE,0,0,,,LATE,NEUTRAL,50,GEO,100,YES,MARKET,,,,,,,,,CHALLENGE,28,"The bot conviction is weak at 40/100 with INSUFFICIENT_DATA regime, making the COUNTER signal structurally unsupported. Vol GEX and OI GEX are opposite in sign (10.06B vs -10.81B) with ratio below 1.5x, meaning no directional confirmation per Rule 2. VVIX at 115.33 supports premium expansion (Rule 3), but this favors options sellers in a volatile environment rather than confirming a directional counter-trend trade. Risk: INSUFFICIENT_DATA regime combined with elevated VIX (23.87) and VVIX (115.3",26,
2026-04-02,15:09,655.75,-10.8117,10.0569,-2.61,2.43,0.93,COUNTER,INSUFFICIENT_DATA,40,D,23.87,115.33,CONTANGO,600,BULL ZONE,0,NO,,,OPEX_IN_15D,15,2.86,0,13.09,0,STABLE,0,0,,,LATE,NEUTRAL,50,GEO,100,YES,MARKET,,,,,,,,,CHALLENGE,28,"The regime is INSUFFICIENT_DATA which fundamentally undermines any structural conviction, and the bot's own conviction is only 40/100 with zero unwind pressure to provide mechanical support. Vol GEX and OI GEX are opposite in sign (10.06B vs -10.81B) with a ratio of 0.93x, failing the directional confirmation threshold of 1.5x and signaling dealer positioning conflict. While VVIX at 115.33 does support premium expansion per Rule 3, elevated VIX at 23.87 combined with a COUNTER GEX state and no c",26,
